0,0.00000000000000000,1,,,measureValueCompleteness,FIELD,The number and percent of records with a NULL value in the CDM_ETL_REFERENCE of the CDM_SOURCE.,CDM_SOURCE,CDM_ETL_REFERENCE,NA,NA,field_measure_value_completeness.sql,Completeness,NA,Verification,,,field_measurevaluecompleteness_cdm_source_cdm_etl_reference,0,0,0,1,NULL,100,NULL
0,0.00000000000000000,1,,,measureValueCompleteness,FIELD,The number and percent of records with a NULL value in the CDM_RELEASE_DATE of the CDM_SOURCE.,CDM_SOURCE,CDM_RELEASE_DATE,NA,NA,field_measure_value_completeness.sql,Completeness,NA,Verification,,,field_measurevaluecompleteness_cdm_source_cdm_release_date,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,1,,,measureValueCompleteness,FIELD,The number and percent of records with a NULL value in the CDM_SOURCE_ABBREVIATION of the CDM_SOURCE.,CDM_SOURCE,CDM_SOURCE_ABBREVIATION,NA,NA,field_measure_value_completeness.sql,Completeness,NA,Verification,,,field_measurevaluecompleteness_cdm_source_cdm_source_abbreviation,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,1,,,measureValueCompleteness,FIELD,The number and percent of records with a NULL value in the CDM_SOURCE_NAME of the CDM_SOURCE.,CDM_SOURCE,CDM_SOURCE_NAME,NA,NA,field_measure_value_completeness.sql,Completeness,NA,Verification,,,field_measurevaluecompleteness_cdm_source_cdm_source_name,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,1,,,measureValueCompleteness,FIELD,The number and percent of records with a NULL value in the SOURCE_RELEASE_DATE of the CDM_SOURCE.,CDM_SOURCE,SOURCE_RELEASE_DATE,NA,NA,field_measure_value_completeness.sql,Completeness,NA,Verification,,,field_measurevaluecompleteness_cdm_source_source_release_date,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,1,,,measureValueCompleteness,FIELD,The number and percent of records with a NULL value in the VOCABULARY_VERSION of the CDM_SOURCE.,CDM_SOURCE,VOCABULARY_VERSION,NA,NA,field_measure_value_completeness.sql,Completeness,NA,Verification,,,field_measurevaluecompleteness_cdm_source_vocabulary_version,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,21585,,,measureValueCompleteness,FIELD,The number and percent of records with a NULL value in the CONDITION_CONCEPT_ID of the CONDITION_ERA.,CONDITION_ERA,CONDITION_CONCEPT_ID,NA,NA,field_measure_value_completeness.sql,Completeness,NA,Verification,,,field_measurevaluecompleteness_condition_era_condition_concept_id,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,21585,,,measureValueCompleteness,FIELD,The number and percent of records with a NULL value in the CONDITION_ERA_ID of the CONDITION_ERA.,CONDITION_ERA,CONDITION_ERA_ID,NA,NA,field_measure_value_completeness.sql,Completeness,NA,Verification,,,field_measurevaluecompleteness_condition_era_condition_era_id,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,21585,,,measureValueCompleteness,FIELD,The number and percent of records with a NULL value in the CONDITION_ERA_START_DATE of the CONDITION_ERA.,CONDITION_ERA,CONDITION_ERA_START_DATE,NA,NA,field_measure_value_completeness.sql,Completeness,NA,Verification,,,field_measurevaluecompleteness_condition_era_condition_era_start_date,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,21585,,,measureValueCompleteness,FIELD,The number and percent of records with a NULL value in the CONDITION_OCCURRENCE_COUNT of the CONDITION_ERA.,CONDITION_ERA,CONDITION_OCCURRENCE_COUNT,NA,NA,field_measure_value_completeness.sql,Completeness,NA,Verification,,,field_measurevaluecompleteness_condition_era_condition_occurrence_count,0,0,0,1,NULL,100,NULL
