0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if CARE_SITE_ID is present in the CARE_SITE table as expected based on the specification.,CARE_SITE,CARE_SITE_ID,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_care_site_care_site_id,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if CARE_SITE_NAME is present in the CARE_SITE table as expected based on the specification.,CARE_SITE,CARE_SITE_NAME,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_care_site_care_site_name,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if CARE_SITE_SOURCE_VALUE is present in the CARE_SITE table as expected based on the specification.,CARE_SITE,CARE_SITE_SOURCE_VALUE,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_care_site_care_site_source_value,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if LOCATION_ID is present in the CARE_SITE table as expected based on the specification.,CARE_SITE,LOCATION_ID,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_care_site_location_id,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if PLACE_OF_SERVICE_CONCEPT_ID is present in the CARE_SITE table as expected based on the specification.,CARE_SITE,PLACE_OF_SERVICE_CONCEPT_ID,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_care_site_place_of_service_concept_id,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if PLACE_OF_SERVICE_SOURCE_VALUE is present in the CARE_SITE table as expected based on the specification.,CARE_SITE,PLACE_OF_SERVICE_SOURCE_VALUE,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_care_site_place_of_service_source_value,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if CDM_ETL_REFERENCE is present in the CDM_SOURCE table as expected based on the specification.,CDM_SOURCE,CDM_ETL_REFERENCE,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_cdm_source_cdm_etl_reference,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if CDM_HOLDER is present in the CDM_SOURCE table as expected based on the specification.,CDM_SOURCE,CDM_HOLDER,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_cdm_source_cdm_holder,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if CDM_RELEASE_DATE is present in the CDM_SOURCE table as expected based on the specification.,CDM_SOURCE,CDM_RELEASE_DATE,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_cdm_source_cdm_release_date,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if CDM_SOURCE_ABBREVIATION is present in the CDM_SOURCE table as expected based on the specification.,CDM_SOURCE,CDM_SOURCE_ABBREVIATION,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_cdm_source_cdm_source_abbreviation,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if CDM_SOURCE_NAME is present in the CDM_SOURCE table as expected based on the specification.,CDM_SOURCE,CDM_SOURCE_NAME,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_cdm_source_cdm_source_name,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if CDM_VERSION is present in the CDM_SOURCE table as expected based on the specification.,CDM_SOURCE,CDM_VERSION,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_cdm_source_cdm_version,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if CDM_VERSION_CONCEPT_ID is present in the CDM_SOURCE table as expected based on the specification.,CDM_SOURCE,CDM_VERSION_CONCEPT_ID,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_cdm_source_cdm_version_concept_id,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if SOURCE_DESCRIPTION is present in the CDM_SOURCE table as expected based on the specification.,CDM_SOURCE,SOURCE_DESCRIPTION,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_cdm_source_source_description,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if SOURCE_DOCUMENTATION_REFERENCE is present in the CDM_SOURCE table as expected based on the specification.,CDM_SOURCE,SOURCE_DOCUMENTATION_REFERENCE,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_cdm_source_source_documentation_reference,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if SOURCE_RELEASE_DATE is present in the CDM_SOURCE table as expected based on the specification.,CDM_SOURCE,SOURCE_RELEASE_DATE,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_cdm_source_source_release_date,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if VOCABULARY_VERSION is present in the CDM_SOURCE table as expected based on the specification.,CDM_SOURCE,VOCABULARY_VERSION,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_cdm_source_vocabulary_version,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if COHORT_DEFINITION_ID is present in the COHORT table as expected based on the specification.,COHORT,COHORT_DEFINITION_ID,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_cohort_cohort_definition_id,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if COHORT_END_DATE is present in the COHORT table as expected based on the specification.,COHORT,COHORT_END_DATE,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_cohort_cohort_end_date,0,0,0,1,NULL,0,NULL
0,0.000000000000,1,,,cdmField,FIELD,A yes or no value indicating if COHORT_START_DATE is present in the COHORT table as expected based on the specification.,COHORT,COHORT_START_DATE,NA,NA,field_cdm_field.sql,Conformance,Relational,Verification,,,field_cdmfield_cohort_cohort_start_date,0,0,0,1,NULL,0,NULL
