0,0.00000000000000000,22399,,,cdmDatatype,FIELD,A yes or no value indicating if the PROVIDER_ID in the CONDITION_OCCURRENCE is the expected data type based on the specification.  Only checks integer fields.,CONDITION_OCCURRENCE,PROVIDER_ID,NA,NA,field_cdm_datatype.sql,Conformance,Value,Verification,,,field_cdmdatatype_condition_occurrence_provider_id,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,1160,,,cdmDatatype,FIELD,A yes or no value indicating if the PROVIDER_ID in the person is the expected data type based on the specification.  Only checks integer fields.,person,PROVIDER_ID,NA,NA,field_cdm_datatype.sql,Conformance,Value,Verification,,,field_cdmdatatype_person_provider_id,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,1,,,cdmDatatype,FIELD,A yes or no value indicating if the CDM_VERSION_CONCEPT_ID in the CDM_SOURCE is the expected data type based on the specification.  Only checks integer fields.,CDM_SOURCE,CDM_VERSION_CONCEPT_ID,NA,NA,field_cdm_datatype.sql,Conformance,Value,Verification,,,field_cdmdatatype_cdm_source_cdm_version_concept_id,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,404546,,,cdmDatatype,FIELD,A yes or no value indicating if the PROVIDER_ID in the OBSERVATION is the expected data type based on the specification.  Only checks integer fields.,OBSERVATION,PROVIDER_ID,NA,NA,field_cdm_datatype.sql,Conformance,Value,Verification,,,field_cdmdatatype_observation_provider_id,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,1160,,,cdmDatatype,FIELD,A yes or no value indicating if the CARE_SITE_ID in the person is the expected data type based on the specification.  Only checks integer fields.,person,CARE_SITE_ID,NA,NA,field_cdm_datatype.sql,Conformance,Value,Verification,,,field_cdmdatatype_person_care_site_id,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,1160,,,cdmDatatype,FIELD,A yes or no value indicating if the RACE_CONCEPT_ID in the person is the expected data type based on the specification.  Only checks integer fields.,person,RACE_CONCEPT_ID,NA,NA,field_cdm_datatype.sql,Conformance,Value,Verification,,,field_cdmdatatype_person_race_concept_id,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,87109,,,cdmDatatype,FIELD,A yes or no value indicating if the VISIT_OCCURRENCE_ID in the VISIT_DETAIL is the expected data type based on the specification.  Only checks integer fields.,VISIT_DETAIL,VISIT_OCCURRENCE_ID,NA,NA,field_cdm_datatype.sql,Conformance,Value,Verification,,,field_cdmdatatype_visit_detail_visit_occurrence_id,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,21585,,,cdmDatatype,FIELD,A yes or no value indicating if the CONDITION_CONCEPT_ID in the CONDITION_ERA is the expected data type based on the specification.  Only checks integer fields.,CONDITION_ERA,CONDITION_CONCEPT_ID,NA,NA,field_cdm_datatype.sql,Conformance,Value,Verification,,,field_cdmdatatype_condition_era_condition_concept_id,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,223619,,,cdmDatatype,FIELD,A yes or no value indicating if the COST_ID in the COST is the expected data type based on the specification.  Only checks integer fields.,COST,COST_ID,NA,NA,field_cdm_datatype.sql,Conformance,Value,Verification,,,field_cdmdatatype_cost_cost_id,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,9778,,,cdmDatatype,FIELD,A yes or no value indicating if the GAP_DAYS in the DRUG_ERA is the expected data type based on the specification.  Only checks integer fields.,DRUG_ERA,GAP_DAYS,NA,NA,field_cdm_datatype.sql,Conformance,Value,Verification,,,field_cdmdatatype_drug_era_gap_days,0,0,0,1,NULL,0,NULL
0,0.00000000000000000,124492,,,cdmDatatype,FIELD,A yes or no value indicating if the PERSON_ID in the DRUG_EXPOSURE is the expected data type based on the specification.  Only checks integer fields.,DRUG_EXPOSURE,PERSON_ID,NA,NA,field_cdm_datatype.sql,Conformance,Value,Verification,,,field_cdmdatatype_drug_exposure_person_id,0,0,0,1,NULL,0,NULL
